id	measurementType	measurementValue	measurementUnit
46a0ad2b-b37c-4a0f-92af-13039cb4df5a	STX		
93127398-b390-4518-b154-64e61fd98fba	STX		
867b9a95-d655-4f90-b439-40fdc483d6ee	STX		
0cba0d35-d4f8-4aec-a7e2-4079c87fea59	PSP		
ad374a4e-b5cf-4c5e-832e-ba3fad98f3f1	PSP: GTX4,1; GTX3,2	18.5	mol cell -1
a6cb735e-e1ef-4d05-bd6c-4f8ba2ecd7e0	PSP: C1,C2; GTX6; GTX4,1; GTX5; GTX3,2; STX	24.7	mol cell -1
30536b1e-a2ea-455e-bb29-4749ee131d62	PSP: C1,C2; GTX6; GTX4,1; GTX5; GTX3,2; neoSTX	92	mol cell -1
ae2175d4-c8b2-4b3d-9c95-05710feed964	PSP: GTX4,1; GTX3,2	18.3	mol cell -1
d6ea81e1-36f8-4c32-b82c-ba4a641deb3d	PSP: C1,C2; C4; GTX6; GTX4,1; GTX5; GTX3,2; neoSTX; STX	96.9	mol cell -1
eee5fe2f-d136-4fc2-bfb0-687d16309444	GTX4,1; GTX3,2	11.7	mol cell -1
487be964-c2c6-4b6b-ab1c-7b10c26b3b25	PSP: GTX4,1; GTX3,2	8.5	mol cell -1
2ee513ba-8b4c-48aa-8174-b295e3581ac8	Ichtyotoxic - PUFA's and ROS		
e4d74d21-53df-4075-85e8-74b60ddf083f	Ichtyotoxic - PUFA's and ROS		
44e0dbe9-c066-40bb-818b-823b6a49fa06	Ichtyotoxic - PUFA's and ROS		
35f10e93-8c80-4965-b0ed-f55c5d691ee3	Ichtyotoxic - PUFA's and ROS		
d5eeda27-cf5a-476a-8423-6a3912cd2cc8	Ichtyotoxic - PUFA's and ROS		
2e8aa788-745a-4cdf-9b50-1ccbaf62ed34	Ichtyotoxic - PUFA's and ROS		
27d6c1f2-c50b-46a2-ab9f-d5897562b742	Ichtyotoxic - PUFA's and ROS		
387a3ce5-c79e-4527-b315-65697bf534b0	Ichtyotoxic - PUFA's and ROS		
9647737d-e809-47d4-bdb9-a75473d5162e	GTX2/3 and traces of STX	1807	ng NT−1
e77054cb-8641-4737-9b0c-6712b375091b	GTX2/3 and traces of STX	5257	ng NT−1
c791bc03-facd-4f4c-9639-87dfe2a63bef	GTX2/3 and traces of STX	259	ng NT−1
da14052c-c782-4676-8a9a-f9ba328b9ca2	GTX2/3 and traces of STX	1035	ng NT−1
f520ab14-1841-4458-8476-e03b658eb971	PSTX; GTX1/4 predominant		
90bca1e9-bfd7-422d-bd0e-305aa61dba7c	PSTX; GTX1/4 predominant		
5dff8b8d-ac8d-47ad-8318-342e0fd9ac46	PSTX; GTX1/4 predominant		
4053df22-2bb1-4386-80a6-52178291e197	PSTX; GTX1/4 predominant		
370fa576-904d-47da-9913-838d9d4a7fb8	PSTX; GTX1/4 predominant		
d7257bd3-5c75-4af3-be81-07f69a3e2a47	PSTX; GTX1/4 predominant		
84737ae3-9a6f-4bac-bab9-da93a421d5f2	PSTX; GTX1/4 predominant		
ad9f8cbc-18cb-405f-87f0-2c6ffb6f6747	PSTX; GTX1/4 predominant		
4f166e4b-4f71-4477-a990-c6fee1da7ae1	PSTX; GTX1/4 predominant		
1da39eaa-c48f-46cb-a75c-6ebac93ce7be	PSTX; GTX1/4 predominant		
cce1028e-a52a-4f90-9302-9a8b67f05006	PSTX; GTX1/4 predominant		
1b0ea04e-f038-4735-a0a5-08e3f9bcd800	PSTX; GTX1/4 predominant		
afde4e30-4e17-4270-baae-b7b5a89fc3b4	PSTX; GTX1/4 predominant		
a59417c0-3919-499d-8036-e1974c9d8774	PSTX; GTX1/4 predominant		
937a8919-6003-4c07-b33f-1d892600d6a6	PSTX; GTX1/4 predominant		
70c29897-0371-4b47-a562-b4426ed2b94a	PSTX; GTX1/4 predominant		
c2a594cf-00bb-4678-86f2-700dde947972	PSTX; GTX1/4 predominant		
ec8048aa-08eb-472e-be42-63a5a9d24a06	PSTX; GTX1/4 predominant		
96b39f11-50af-466a-ba82-4e95f6153675	PSTX; GTX1/4 predominant		
11e8a9ab-7aae-4776-b764-a6970af0c81f	PSTX; GTX1/4 predominant		
abe3c314-7288-457b-a560-14d48645e6c2	GTX2, GTX4, NEO-STX STX		
c0bd85ee-63a7-4d9a-8ddc-591b6ca8c31d	PSTX; GTX1/4 predominant		
0c5993ba-fbdb-4df4-b25d-d1230220fe9e	PSTX; GTX1/4 predominant		
d9614cc3-fd22-464f-b56c-465d9ad8de52	PSTX; GTX1/4 predominant		
cfac3d4d-41a9-41b1-8113-81888dd3b78a	PSTX; GTX1/4 predominant		
a30c3be4-882f-41f3-ad0f-f188819f7f79	PSTX; GTX1/4 predominant		
6e4c5d17-54e3-4a22-9a3d-2d6dbb6100b1	PSTX; GTX1/4 predominant		
f5b6b802-5af6-4baf-9094-a4f17632a771	PSTX; GTX1/4 predominant		
b9e909f8-aacf-400a-86d7-92852726f462	PSTX; GTX1/4 predominant		
97962772-6cae-49c2-88f9-45f17ad466dc	PSTX; GTX1/4 predominant		
558977a1-4822-4026-b3a5-1087ec582aff	PSTX; GTX1/4 predominant		
803e5ba7-7d61-4a42-9cd9-cbb4e5bbf5e7	PSTX; GTX1/4 predominant		
4a5c498e-bee7-4a39-9519-fb8fb585db0c	SPXs: 13-desMe-C; 20-Me-G;		
a5462835-c7e3-4ac3-a54e-db4d2dd76c61	SPXs: 13-desMe-C; 20-Me-G;		
530e08cf-e9d0-4798-bf7a-a24a74c9c53a	SPXs: 13-desMe-C; 20-Me-G;		
748a14a6-7be8-40d2-ab63-3b2949124515	SPXs: 13-desMe-C; 20-Me-G;		
2a242546-da17-4608-b093-01b9ce79c8a6	SPX-1 and 20-Me-SPX-G		
e48efbfc-1524-475d-917d-c1096ecff874	SPX-1 and 20-Me-SPX-G		
34b25074-1bab-4639-add1-e75e993c3a98	SPX-1 and 20-Me-SPX-G		
a4606d6b-7c89-436a-8c18-aa026ce3b028	SPX-1 and 20-Me-SPX-G		
34d3ed74-3d62-4a24-89a3-f08ef5fc2ee3	SPX-1 and 20-Me-SPX-G		
9eed8426-a2f7-42e1-a4b9-5173ceb8740d	SPX-1 and 20-Me-SPX-G		
a240787c-207e-48d0-b78d-4d424d1d62a8	SPX-1 and 20-Me-SPX-G		
20ae473c-7a28-4ce0-8635-7fbb35ffcab1	SPX-1 and 20-Me-SPX-G		
4c56ee31-76a8-4e25-a172-00b0da47ce88	SPX-1 and 20-Me-SPX-G		
99c3d566-8a63-46ec-96ec-439d9ff94326	SPX-1 and 20-Me-SPX-G		
dd2f71b8-17cb-4a09-8a61-969fd50968af	SPX-1 and 20-Me-SPX-G		
31e93b82-4ca8-4a92-9590-98af7df8f278	GTX-2/3, STX		
78536873-4e89-41e9-bfdb-dc2905067f9c	GTX-2/3, STX, dcSTX;		
18ab6d94-755f-4f1f-803e-61dcaa49ec82	STX, NeoSTX, GTX3, GTX4, dcGTX2, dcGTX3		
e8057932-a747-4c43-8fcf-ff7deddfe65b	azaspiracid-2 and azaspiracid-2 phosphate	AZA-2 1.6-6.9	fg cell-1
b5f33c51-fd1d-4a75-981d-0a9a8812a69c	DSP		
cca8df2d-cf81-44b7-8ba7-f1e5a4a68bef	DSP		
228310a9-6115-44ca-9059-2c0fcbea2833	DSP		
e823f6d5-1202-4249-abd7-f7f25be46550	DSP		
279fd0c0-2e91-4c70-b20e-2494775886c3	OA		
93236117-2e2d-4e5a-9ac5-85e7d0d9ffb4	OA		
c954b957-e4c5-42f7-9bca-524ff2781969	OA		
b99e8ad8-0948-40f1-9b4a-7c10262f4d40	PTX-2	180	pg.cell -1
f75d01e4-3d0f-40e6-8b07-9c42fc0aea5e	PTX-2		
df5df560-a406-4221-b8b2-962c71c8f391	PTX		
ab967b53-0c85-4559-b4f9-219329362fcd	PTX		
d578c570-8155-4bcb-bb5f-f18c3a28bcea	OA		
76b77748-06dc-4b1f-a299-6db797117e45	OA		
0cb8d2ca-ce9d-4456-916a-346b8713934c	OA		
1cfaa266-b7a5-4d7f-a5a3-2b0f48a2b5ef	PTX		
a7c511aa-1206-47fe-8c4c-ccf5628b201e	PTX		
8364c4bf-f25b-4a89-9e82-9d9d1af3d82a	DTX-1 DTX-3		
31740bbe-2648-4326-bb16-041c2e77ba22	PTX-2, DTX-1, DTX-3, OA		
f2c858bb-d7ef-4eb1-befd-29ba64059aa6	OA, DTX-1; Acyl -DTX-OA, Acyl-DTX-1		
f972c919-a751-45bc-b35e-019b7cf607b9	PTX-2, PTX-2sa		
17ec2f7e-6e91-46ea-abf4-fa3aa710e2b6	PTX-2, PTX-2sa		
ddc8847b-d26c-4d18-98a9-12df37f7e7d7	PTX-2, PTX-2sa		
eb112068-3558-4df9-9f45-cf7c84384d73	PTX-2, PTX-2sa		
51f19e08-fb3e-4b63-95d1-c8c53744f347	PTX-2, PTX-2sa		
9e590a91-c791-4d0c-af97-bccfea117a81	PTX-2		
dd9a5ee7-0e53-4ae7-b918-8108193b88ae	PTX-2		
01292e80-1d36-4081-9455-2a373e1a4ed5	PTX-2		
db6d8bd5-7ec9-4044-8fc7-75ba3c8e7fd7	PTX-2		
3a9ff3d7-774e-4556-a67d-18eb3a195de0	PTX-2		
66c70c0b-d67b-4489-abdb-56ab83029cfb	PTX-2		
f86e2e86-f5b8-421e-8a31-91a534bb73a4	PTX-2		
bbc7f33d-e125-4a50-a05f-57d59f02d694	PTX-2		
60bd281d-764f-48c8-a544-0e25697342a7	PTX-2		
11a0f14b-5c47-43f0-97dd-84f200cbfb56	PTX-2		
c2b9ec10-87b7-480e-a55f-d236160e8602	PTX-2		
7c18ad17-def6-46fb-b872-ab28e37aa877	PTX-2		
f49a3225-fef1-4cac-b07f-012d8f8edaab	PTX-2		
0327f885-c194-4e95-b81b-087a0c02583e	PTX-2		
3c725169-2b94-4bc8-932c-c63077da1e6d	PTX-2		
8a74c7bf-82b3-49bc-a898-6cab1c8994dd	PTX-2		
2b0c3a57-666a-480b-b4c8-77b94b055b3f	PTX-2		
618dee6e-33b2-4d0e-90d5-15d98039e8a2	PTX-2		
a62aa919-2d10-40f4-8c55-78ba834add83	PTX-2		
bf6fecf2-4a3e-4680-93f2-62dd58152c27	PTX-2		
435b853f-623d-4c47-86f9-5f2873c5d946	PTX-2		
2956b393-d5be-4730-b1bd-a6839ec9fe03	OA		
6520b660-f2a2-4658-ac5e-24c4bc62782c	DSP		
980eaf5b-2fca-478d-aa81-91689186318f	DSP		
de220568-2d68-468f-ba9e-15ce1057c9d1	OA, DTX-1; Acyl -DTX-OA, Acyl-DTX-1		
79bb019a-cc89-4d98-9d4e-bfe59c1ecdd6	OA	7	pg cell -1
48f0b383-66a2-4124-9197-12d252463f64	PTX-2; PTX-2sa		
425dacdc-625a-4949-9bf5-e3330bd06752	PTX-2		
b35516bd-768c-49b5-8ca9-c91f7a2f31b8	PTX-2sa		
7faf11c9-9ad1-4c9e-bbe8-bca5efec8ede	PTX-2sa		
836b6210-54bf-488c-93d7-b1db42561d2d	PTX-2; PTX-2sa		
dd4ec417-9f3b-478a-b722-2ecce6d9b216	PTX-2; PTX-2sa; PTX-11		
db30103a-8faa-4487-a7fe-8113772c0010	PTX-2; PTX-2sa; PTX-11		
8ee5a0d6-fc2f-436a-943c-19187f7f9073	PTX-2; PTX-2sa		
7529ccca-cca2-4f67-be68-1c82e38fd16a	PTX-2; PTX-2sa; PTX-11		
ee18491e-e47d-49ef-b369-e83ae233013c	PTX-2; PTX-2sa; PTX-11		
