id	measurementType	measurementValue	measurementUnit
4b85d4d5-8a02-4800-8e38-8977acad32c7	PSP	173000	MU/100 gr meat
9b9fe316-0c2a-44a5-b153-4d64f236bdb6	PSP		
6e420ea6-faa0-441d-a378-ea299c9491e3	PSP		
8d2e6aa3-b6ed-447a-ac19-f0f4d1d65901	STX		
68eeca0c-bb04-4654-b17d-1a6cb853303d	STX		
20d72d1e-3349-4788-8cc9-07a9eda24b69	STX		
3b5e2e9d-d3fc-476a-8c2e-c2a94bcaa05d	Ichtyotoxic - PUFA's and ROS		
ba78456b-5711-4be9-8973-22e65ddb17d6	Ichtyotoxic - PUFA's and ROS		
961bea1a-ca3c-47f7-93f5-215b00844820	PSP		
3bf64acb-a41d-46d9-83d4-3837764cd10f	PSP: GTX4,1; GTX3,2	18.5	mol cell -1
64757c71-92c8-484f-a431-5ab159e41f45	PSP: C1,C2; GTX6; GTX4,1; GTX5; GTX3,2; STX	24.7	mol cell -1
3c0325e7-743a-490b-8ebe-5df3140f6a48	PSP: C1,C2; GTX6; GTX4,1; GTX5; GTX3,2; neoSTX	92	mol cell -1
bb6c456e-8300-4030-b35b-3584dadfec15	PSP: GTX4,1; GTX3,2	18.3	mol cell -1
287bce9c-e7d7-44d2-9ba5-56fa375480a9	PSP: C1,C2; C4; GTX6; GTX4,1; GTX5; GTX3,2; neoSTX; STX	96.9	mol cell -1
380dd8fe-2f55-49cd-94d4-4526e0ecdd71	GTX4,1; GTX3,2	11.7	mol cell -1
8f3acf95-a79b-48b9-91c6-f18a8f127018	PSP: GTX4,1; GTX3,2	8.5	mol cell -1
a183e544-bca5-4591-b23a-83c3f301e8b9	Ichtyotoxic - PUFA's and ROS		
f7c15a6f-9c1b-40b9-bb43-68a256666fb9	Ichtyotoxic - PUFA's and ROS		
57464fd0-570c-493c-a39f-c395c5b89479	Ichtyotoxic - PUFA's and ROS		
c4456b55-4f12-4eb6-accf-804bea661dbb	Ichtyotoxic - PUFA's and ROS		
aa042d84-8a70-4db2-a8f8-9902a378840c	Ichtyotoxic - PUFA's and ROS		
7fa26fde-d77c-4905-8df7-6aff71076d6c	Ichtyotoxic - PUFA's and ROS		
74b9e894-6fd5-4f33-bece-e2b611f90a78	GTX2/3 and traces of STX	1807	ng NT−1
3f8ffb6e-ce85-4ed8-80e3-49b7bfb8990b	GTX2/3 and traces of STX	5257	ng NT−1
b30f50e0-0796-4a0f-8e78-b928ade788f8	GTX2/3 and traces of STX	259	ng NT−1
0d12bf65-ec50-4b67-a3d1-acca00854f72	GTX2/3 and traces of STX	1035	ng NT−1
0747c78d-d0e3-46ee-96cf-5a52f40d5841	PSTX; GTX1/4 predominant		
9f4c0eac-13b7-4df2-bb93-a4278f6dab79	PSTX; GTX1/4 predominant		
7577d7af-17f5-4fba-a2fd-0a58964c6e38	PSTX; GTX1/4 predominant		
d319145a-b617-4342-a57b-dab63a36acac	PSTX; GTX1/4 predominant		
65db3058-6d83-4352-a125-1dfa5ebf24f7	PSTX; GTX1/4 predominant		
c9cfb941-4fa6-4854-b36f-2807e7dab234	PSTX; GTX1/4 predominant		
4f545b4e-64ab-4eeb-9a65-4e196a86f880	PSTX; GTX1/4 predominant		
7e5dfe4c-0cc1-46ba-904b-50ce51064058	PSTX; GTX1/4 predominant		
a031b592-c86e-49f8-abe2-8409cf1b2e18	PSTX; GTX1/4 predominant		
5f6de89a-f35c-4323-90dd-f6994bb91ed4	PSTX; GTX1/4 predominant		
49c58dfe-cc2a-47a2-a26f-4cad8cf016e9	PSTX; GTX1/4 predominant		
524a2176-3928-418a-b588-72568127e9ea	PSTX; GTX1/4 predominant		
e381d88b-73b2-49de-9647-7d7af1038cb4	PSTX; GTX1/4 predominant		
53fad7c3-c227-4282-b394-963ddb11d5c5	PSTX; GTX1/4 predominant		
c4355879-4d07-4fba-98e7-8b0f9573de27	PSTX; GTX1/4 predominant		
37ceced9-470e-4b23-baa8-05f47845250e	PSTX; GTX1/4 predominant		
f05bea92-15b1-4282-8386-0aadce1e6fc9	PSTX; GTX1/4 predominant		
9c139145-3bda-4e95-b4d2-7628ad3aa8dd	PSTX; GTX1/4 predominant		
1c37432f-eb26-4068-953d-4101975fa160	PSTX; GTX1/4 predominant		
ff8e3cdc-fd20-43b9-8425-75362de5c0ce	PSTX; GTX1/4 predominant		
da4cfe29-c121-4476-92eb-91fcf04a6cce	West coast of Chiloe Island		
875fb542-3da8-442e-abb3-91d43fcee47c	GTX2, GTX4, NEO-STX STX		
e8b90f65-cf97-4ea2-b72d-82d5b6fd5df6	PSTX; GTX1/4 predominant		
ee1422d4-b6d7-49a3-b54b-6b4b8a42951d	PSTX; GTX1/4 predominant		
f068c8c9-2287-404e-8aa3-52c154688e07	PSTX; GTX1/4 predominant		
39f4fd91-4d86-4826-a167-8f932bda7774	PSTX; GTX1/4 predominant		
1235806c-49a7-48a5-90b1-858b2f034acf	PSTX; GTX1/4 predominant		
fa52bd7f-217c-4f8f-9d5d-6fe981371f4e	PSTX; GTX1/4 predominant		
6b9c7867-83fd-412d-a553-c34cc90eccc4	PSTX; GTX1/4 predominant		
87c6ab4a-bb1f-43da-8a20-f0091fc8288b	PSTX; GTX1/4 predominant		
c8748087-6a03-4509-bfde-68f2fd8f05e0	PSTX; GTX1/4 predominant		
6b70f326-1e3d-4a20-baa4-768ebb506491	PSTX; GTX1/4 predominant		
5417c96d-7f6a-4129-aeed-5e941d9a1488	PSTX; GTX1/4 predominant		
ac7a53e3-9220-40fa-bb3f-e98be52bcfec	SPXs: 13-desMe-C; 20-Me-G;		
1c7e16bd-f8b5-4868-b921-497eb24f8384	SPXs: 13-desMe-C; 20-Me-G;		
358e67fe-f483-4390-bb99-530e34f17f4c	SPXs: 13-desMe-C; 20-Me-G;		
dab7cc27-2f9c-48c9-af93-20630ff21296	SPXs: 13-desMe-C; 20-Me-G;		
44dda43a-c865-4893-870e-996efd9d6842	SPX-1 and 20-Me-SPX-G		
ed837102-7582-4719-ad33-0b6a9ca06ccc	SPX-1 and 20-Me-SPX-G		
6a19457a-11a1-4667-b1a0-9a6b8e4107e6	SPX-1 and 20-Me-SPX-G		
4a371d86-b41e-4ea1-b571-84fd6562f70d	SPX-1 and 20-Me-SPX-G		
b2e6d881-1c77-4c70-9fd5-4b7cec5bbc9e	SPX-1 and 20-Me-SPX-G		
9048a169-e6ca-4c33-9202-68306e7d42a8	SPX-1 and 20-Me-SPX-G		
edec4a46-bced-4ee0-8d0f-875e9a2e1b9b	SPX-1 and 20-Me-SPX-G		
17eacae5-5456-4186-b88d-a41f123a40fb	SPX-1 and 20-Me-SPX-G		
399c6394-6404-473d-bfc6-c6a3d80caf99	SPX-1 and 20-Me-SPX-G		
927979a3-4846-429e-8f8d-eff543d92063	SPX-1 and 20-Me-SPX-G		
05b2cdae-1e3e-45ba-9717-9166c249efeb	SPX-1 and 20-Me-SPX-G		
61c814ee-14db-4aa4-8b60-599bf4fbd628	GTX-2/3, STX, dcSTX;		
c980a772-4f7a-40aa-8d3c-e7f7bdca4c72	GTX-2/3, STX		
bfc5677d-35a6-4d7f-9d54-e2f6de60a3af	STX, NeoSTX, GTX3, GTX4, dcGTX2, dcGTX3		
dd101d59-6455-47ec-b21d-557f67bcefa8	azaspiracid-2 and azaspiracid-2 phosphate	AZA-2 1.6-6.9	fg cell-1
1ea3bb17-92dd-44f8-81d4-56e3d7e703e4	DSP		
d617ad62-94f4-446b-8eab-9867476dff3e	DSP		
fe1efe85-83a5-4646-afc0-8664355a857d	DSP		
806d06b1-5a05-4d15-9ee1-4449e586b92a	DSP		
fb1c2d83-7fd5-4177-86bc-67875eb7a83a	DTX-1		
2d98155e-deb5-4d3b-bb77-2347f4626816	OA		
9d6f1f72-ad0f-44c6-8512-e328d2c955d1	OA		
ea77644a-5d43-4cfe-9ca7-3af04ae72fe4	OA		
96e30e14-0e73-4c8f-9f9a-be1ed70bab88	PTX-2	180	pg.cell -1
58ea7a52-e9a0-4ed3-9059-8308769c21ff	PTX-2		
58331902-65db-4fc1-98cf-c064c5b8a3c2	PTX		
a496145d-9e0f-43eb-a89f-511889b8a396	PTX		
b061e06f-eb97-4f1a-ab6c-9b65a362b413	OA		
b8a0488d-39fb-4030-ad9f-0a9b50a401d4	OA		
ee804cc8-c345-4054-bac3-d54f2b3133ef	OA		
5c406596-6525-4e4d-a990-e054ecc1c78a	PTX		
b592b438-82bb-4369-a2ae-bbed80d3d009	PTX		
93b0f6ca-290b-494b-81b2-1d30b2d8fd02	DTX-1 DTX-3		
a653aac7-f91d-458e-890d-3020db90866f	OA		
f204c333-52fa-4edd-b8b7-4c557c52102d	PTX-2, DTX-1, DTX-3, OA		
c87ab8e2-a0f2-4436-a0a4-ff5b9104ccd1	OA, DTX-1; Acyl -DTX-OA, Acyl-DTX-1		
37751b06-9660-4bf3-9323-0da9358e435b	OA	26.4	pg cell−1
0b38182b-2ec2-4ddc-bcdd-31845ca60a5e	OA	22.7	pg cell−1
deaa9ebf-a602-4f57-aea7-eedd6387fd3b	OA	19.0	pg cell−1
